order_id,order_date,ship_date,delivery_date,customer_name,product_name,site_name,qty_m3,on_time_flag,in_full_flag,otif_flag,lead_time_days
ORD101704,2024-03-28,2024-03-29,2024-04-18,HB Lumber Ltd,Log A28,Napier Port,51.2,0,1,0,21
ORD101705,2024-12-16,2024-12-18,2024-12-30,NZ Timber Co,Timber Standard,Napier Port,48.9,0,1,0,14
ORD101706,2025-05-07,2025-05-10,2025-05-19,Tokyo Timber Group,Pulp High Grade,Auckland Port,68.6,1,1,1,12
ORD101707,2024-06-26,2024-07-01,2024-07-05,Tokyo Timber Group,Pulp High Grade,Auckland Port,44.3,1,1,1,9
ORD101708,2024-06-20,2024-06-23,2024-07-06,Saigon Builders,Timber Premium,Napier Port,50.8,0,1,0,16
ORD101709,2024-07-22,2024-07-24,2024-08-13,Shanghai Wood Corp,Pulp Low Grade,Napier Port,49.6,0,1,0,22
ORD101710,2025-07-26,2025-07-27,2025-08-10,Tokyo Timber Group,Log A28,Auckland Port,57.8,0,1,0,15
ORD101711,2024-02-24,2024-02-27,2024-03-03,Saigon Builders,Log A28,Napier Port,55.1,1,1,1,8
ORD101712,2024-11-10,2024-11-15,2024-12-01,Saigon Builders,Timber Standard,Napier Port,55.3,0,1,0,21
ORD101713,2025-08-29,2025-08-30,2025-09-17,NZ Timber Co,Pulp High Grade,Auckland Port,48.1,0,1,0,19
ORD101714,2025-02-11,2025-02-16,2025-03-06,Tokyo Timber Group,Pulp Low Grade,Auckland Port,43.8,0,1,0,23
ORD101715,2024-05-13,2024-05-15,2024-05-28,HB Lumber Ltd,Log B22,Napier Port,39.0,0,1,0,15
ORD101716,2024-02-23,2024-02-27,2024-03-06,Shanghai Wood Corp,Pulp Low Grade,Napier Port,43.5,1,1,1,12
ORD101717,2024-01-27,2024-02-01,2024-02-04,HB Lumber Ltd,Log B22,Napier Port,44.2,1,1,1,8
ORD101718,2024-03-01,2024-03-03,2024-03-15,HB Lumber Ltd,Log B22,Napier Port,33.0,0,1,0,14
ORD101719,2025-04-29,2025-05-04,2025-05-07,Shanghai Wood Corp,Log B22,Napier Port,25.3,1,0,0,8
ORD101720,2024-03-01,2024-03-04,2024-03-11,Saigon Builders,Pulp Low Grade,Auckland Port,51.1,1,1,1,10
ORD101721,2024-01-24,2024-01-25,2024-02-05,HB Lumber Ltd,Timber Premium,Napier Port,48.2,0,1,0,12
ORD101722,2025-06-05,2025-06-11,2025-06-23,Tokyo Timber Group,Pulp High Grade,Auckland Port,54.4,0,1,0,18
ORD101723,2024-05-26,2024-05-27,2024-06-01,NZ Timber Co,Pulp Low Grade,Napier Port,60.1,1,1,1,6
ORD101724,2025-01-07,2025-01-11,2025-01-15,Tokyo Timber Group,Pulp High Grade,Napier Port,53.4,1,1,1,8
ORD101725,2024-03-31,2024-04-02,2024-04-20,HB Lumber Ltd,Timber Standard,Auckland Port,49.9,0,1,0,20
ORD101726,2024-05-25,2024-05-29,2024-06-01,Saigon Builders,Timber Standard,Auckland Port,48.3,1,1,1,7
ORD101727,2024-03-19,2024-03-20,2024-04-06,NZ Timber Co,Pulp Low Grade,Auckland Port,45.7,0,1,0,18
ORD101728,2024-09-28,2024-10-02,2024-10-17,HB Lumber Ltd,Log B22,Napier Port,44.0,0,1,0,19
ORD101729,2025-02-12,2025-02-19,2025-02-24,Saigon Builders,Pulp High Grade,Napier Port,65.2,1,1,1,12
ORD101730,2025-05-10,2025-05-13,2025-05-20,HB Lumber Ltd,Timber Standard,Auckland Port,49.9,1,1,1,10
ORD101731,2025-11-07,2025-11-10,2025-11-25,Saigon Builders,Pulp High Grade,Napier Port,33.5,0,1,0,18
ORD101732,2024-06-03,2024-06-06,2024-06-26,HB Lumber Ltd,Timber Standard,Napier Port,38.4,0,0,0,23
ORD101733,2024-04-29,2024-05-03,2024-05-18,HB Lumber Ltd,Pulp Low Grade,Napier Port,54.6,0,1,0,19
ORD101734,2024-05-19,2024-05-22,2024-05-29,Tokyo Timber Group,Log A28,Auckland Port,52.1,1,0,0,10
ORD101735,2024-01-14,2024-01-20,2024-02-09,Tokyo Timber Group,Pulp Low Grade,Auckland Port,57.1,0,1,0,26
ORD101736,2025-06-25,2025-06-26,2025-07-16,HB Lumber Ltd,Pulp High Grade,Napier Port,55.9,0,1,0,21
ORD101737,2024-07-10,2024-07-15,2024-07-30,Shanghai Wood Corp,Pulp Low Grade,Auckland Port,43.8,0,1,0,20
ORD101738,2025-10-23,2025-10-27,2025-10-31,HB Lumber Ltd,Timber Standard,Napier Port,40.5,1,1,1,8
ORD101739,2025-08-04,2025-08-09,2025-08-20,Tokyo Timber Group,Pulp Low Grade,Auckland Port,49.1,0,1,0,16
ORD101740,2025-10-25,2025-10-26,2025-11-10,HB Lumber Ltd,Log B22,Napier Port,79.4,0,1,0,16
ORD101741,2024-06-04,2024-06-09,2024-06-15,NZ Timber Co,Log B22,Auckland Port,27.3,1,1,1,11
ORD101742,2025-09-09,2025-09-11,2025-09-15,Shanghai Wood Corp,Timber Premium,Auckland Port,49.4,1,1,1,6
ORD101743,2024-02-25,2024-02-27,2024-03-08,Saigon Builders,Timber Premium,Napier Port,27.2,1,1,1,12
ORD101744,2025-01-19,2025-01-24,2025-02-11,Tokyo Timber Group,Pulp Low Grade,Napier Port,49.2,0,1,0,23
ORD101745,2024-05-31,2024-06-04,2024-06-22,HB Lumber Ltd,Pulp High Grade,Auckland Port,41.0,0,1,0,22
ORD101746,2025-05-12,2025-05-13,2025-06-01,Shanghai Wood Corp,Timber Premium,Napier Port,52.1,0,1,0,20
ORD101747,2024-02-23,2024-02-27,2024-03-14,Shanghai Wood Corp,Timber Standard,Auckland Port,65.7,0,1,0,20
ORD101748,2025-12-21,2025-12-23,2025-12-27,Saigon Builders,Log A28,Auckland Port,55.5,1,1,1,6
ORD101749,2024-08-03,2024-08-08,2024-08-28,Shanghai Wood Corp,Timber Standard,Auckland Port,49.1,0,1,0,25
ORD101750,2024-06-13,2024-06-20,2024-07-06,NZ Timber Co,Timber Premium,Auckland Port,47.5,0,1,0,23
ORD101751,2024-08-24,2024-08-30,2024-09-11,Tokyo Timber Group,Pulp Low Grade,Auckland Port,34.4,0,1,0,18
ORD101752,2025-04-20,2025-04-23,2025-05-08,HB Lumber Ltd,Timber Premium,Auckland Port,46.1,0,1,0,18
ORD101753,2025-11-07,2025-11-10,2025-11-14,NZ Timber Co,Timber Premium,Napier Port,55.0,1,0,0,7
ORD101754,2024-01-27,2024-02-02,2024-02-20,Saigon Builders,Timber Premium,Auckland Port,52.1,0,1,0,24
ORD101755,2025-08-26,2025-08-31,2025-09-12,Saigon Builders,Pulp Low Grade,Napier Port,38.6,0,1,0,17
ORD101756,2024-12-26,2024-12-27,2025-01-14,Tokyo Timber Group,Log B22,Napier Port,44.8,0,1,0,19
ORD101757,2024-07-17,2024-07-23,2024-07-28,NZ Timber Co,Pulp High Grade,Auckland Port,48.4,1,1,1,11
ORD101758,2025-07-22,2025-07-28,2025-08-10,Tokyo Timber Group,Timber Standard,Auckland Port,40.4,0,1,0,19
ORD101759,2025-04-08,2025-04-12,2025-04-15,HB Lumber Ltd,Log A28,Napier Port,44.7,1,1,1,7
ORD101760,2025-09-27,2025-10-04,2025-10-13,NZ Timber Co,Log A28,Auckland Port,67.7,1,1,1,16
ORD101761,2025-07-11,2025-07-18,2025-07-27,Saigon Builders,Log B22,Napier Port,55.1,1,1,1,16
ORD101762,2024-10-21,2024-10-25,2024-10-29,Saigon Builders,Pulp High Grade,Napier Port,61.7,1,1,1,8
ORD101763,2024-11-25,2024-11-28,2024-12-17,NZ Timber Co,Pulp High Grade,Napier Port,41.2,0,1,0,22
ORD101764,2025-02-17,2025-02-19,2025-03-02,Saigon Builders,Timber Premium,Napier Port,49.6,0,1,0,13
ORD101766,2024-05-09,2024-05-12,2024-05-15,Tokyo Timber Group,Log B22,Auckland Port,56.0,1,1,1,6
ORD101767,2024-05-24,2024-05-30,2024-06-13,Shanghai Wood Corp,Timber Standard,Auckland Port,36.5,0,1,0,20
ORD101768,2025-10-11,2025-10-14,2025-10-28,HB Lumber Ltd,Log A28,Napier Port,56.3,0,1,0,17
ORD101769,2025-02-25,2025-03-03,2025-03-08,Tokyo Timber Group,Pulp High Grade,Napier Port,51.8,1,1,1,11
ORD101770,2024-10-10,2024-10-16,2024-10-26,Tokyo Timber Group,Timber Standard,Napier Port,47.2,1,1,1,16
ORD101771,2024-05-29,2024-06-05,2024-06-16,HB Lumber Ltd,Timber Premium,Napier Port,48.7,0,1,0,18
ORD101772,2025-06-22,2025-06-24,2025-07-11,Tokyo Timber Group,Log B22,Napier Port,66.3,0,1,0,19
ORD101773,2024-01-19,2024-01-21,2024-01-29,Saigon Builders,Timber Standard,Napier Port,54.6,1,1,1,10
ORD101774,2024-07-19,2024-07-23,2024-08-04,NZ Timber Co,Pulp Low Grade,Napier Port,42.2,0,1,0,16
ORD101775,2024-01-02,2024-01-09,2024-01-25,Saigon Builders,Timber Standard,Napier Port,34.9,0,1,0,23
ORD101776,2025-11-09,2025-11-13,2025-11-27,Tokyo Timber Group,Timber Premium,Napier Port,40.2,0,1,0,18
ORD101777,2024-07-08,2024-07-10,2024-07-29,NZ Timber Co,Pulp Low Grade,Auckland Port,48.6,0,1,0,21
ORD101778,2024-10-08,2024-10-12,2024-10-15,Saigon Builders,Pulp High Grade,Napier Port,62.7,1,1,1,7
ORD101779,2024-09-16,2024-09-22,2024-10-08,HB Lumber Ltd,Timber Standard,Auckland Port,50.3,0,1,0,22
ORD101780,2025-07-25,2025-08-01,2025-08-10,NZ Timber Co,Pulp Low Grade,Napier Port,51.1,1,1,1,16
ORD101781,2024-01-08,2024-01-09,2024-01-29,Shanghai Wood Corp,Pulp High Grade,Auckland Port,47.1,0,1,0,21
ORD101782,2024-09-04,2024-09-10,2024-09-19,Saigon Builders,Pulp Low Grade,Auckland Port,54.4,1,1,1,15
ORD101783,2025-05-25,2025-06-01,2025-06-20,Saigon Builders,Pulp High Grade,Auckland Port,48.5,0,0,0,26
ORD101784,2025-12-11,2025-12-13,2025-12-21,HB Lumber Ltd,Timber Standard,Auckland Port,35.9,1,1,1,10
ORD101785,2024-07-12,2024-07-13,2024-07-24,Tokyo Timber Group,Pulp High Grade,Napier Port,59.7,0,1,0,12
ORD101786,2024-09-11,2024-09-18,2024-10-06,NZ Timber Co,Pulp Low Grade,Napier Port,45.1,0,1,0,25
ORD101787,2024-10-20,2024-10-26,2024-11-01,Tokyo Timber Group,Log A28,Auckland Port,63.5,1,1,1,12
ORD101788,2025-02-03,2025-02-04,2025-02-15,Saigon Builders,Log A28,Napier Port,44.7,0,1,0,12
ORD101789,2024-03-18,2024-03-19,2024-04-03,HB Lumber Ltd,Pulp Low Grade,Napier Port,44.5,0,1,0,16
ORD101790,2025-07-21,2025-07-26,2025-07-29,Shanghai Wood Corp,Log B22,Auckland Port,38.4,1,1,1,8
ORD101791,2025-08-17,2025-08-22,2025-09-02,Tokyo Timber Group,Pulp Low Grade,Napier Port,49.7,0,1,0,16
ORD101792,2024-03-07,2024-03-11,2024-03-25,Tokyo Timber Group,Pulp High Grade,Napier Port,73.8,0,1,0,18
ORD101793,2025-03-18,2025-03-23,2025-04-05,Saigon Builders,Timber Premium,Auckland Port,53.4,0,1,0,18
ORD101794,2025-08-14,2025-08-16,2025-08-20,NZ Timber Co,Pulp High Grade,Auckland Port,56.4,1,1,1,6
ORD101795,2024-11-24,2024-11-29,2024-12-05,Tokyo Timber Group,Log A28,Napier Port,63.4,1,1,1,11
ORD101796,2024-11-27,2024-11-28,2024-12-12,Tokyo Timber Group,Timber Premium,Auckland Port,42.5,0,1,0,15
ORD101797,2025-09-19,2025-09-26,2025-10-07,NZ Timber Co,Log A28,Auckland Port,69.6,0,1,0,18
ORD101798,2025-10-30,2025-10-31,2025-11-10,Saigon Builders,Timber Standard,Napier Port,46.5,1,1,1,11
ORD101799,2025-09-18,2025-09-22,2025-10-05,Shanghai Wood Corp,Pulp High Grade,Napier Port,28.6,0,1,0,17
ORD101800,2025-01-04,2025-01-11,2025-01-25,HB Lumber Ltd,Pulp Low Grade,Auckland Port,52.1,0,1,0,21
ORD101801,2025-07-26,2025-07-27,2025-08-14,Tokyo Timber Group,Pulp High Grade,Napier Port,58.0,0,1,0,19
ORD101803,2024-01-21,2024-01-27,2024-01-31,Saigon Builders,Pulp Low Grade,Auckland Port,39.7,1,1,1,10
ORD101804,2025-01-28,2025-02-01,2025-02-09,Saigon Builders,Log B22,Auckland Port,43.9,1,1,1,12
ORD101805,2025-04-18,2025-04-19,2025-04-29,Shanghai Wood Corp,Timber Premium,Napier Port,63.7,1,0,0,11
ORD101806,2025-10-23,2025-10-27,2025-11-10,NZ Timber Co,Pulp High Grade,Napier Port,41.7,0,1,0,18
ORD101807,2025-09-23,2025-09-28,2025-10-02,HB Lumber Ltd,Pulp Low Grade,Auckland Port,40.3,1,1,1,9
ORD101808,2025-09-15,2025-09-22,2025-10-05,Tokyo Timber Group,Timber Standard,Auckland Port,59.1,0,1,0,20
ORD101809,2024-11-14,2024-11-21,2024-12-03,HB Lumber Ltd,Log A28,Napier Port,39.5,0,1,0,19
ORD101810,2025-12-06,2025-12-13,2025-12-30,Shanghai Wood Corp,Log A28,Auckland Port,40.4,0,1,0,24
ORD101811,2025-02-27,2025-03-05,2025-03-21,HB Lumber Ltd,Timber Premium,Napier Port,56.6,0,1,0,22
ORD101812,2025-08-01,2025-08-08,2025-08-21,Tokyo Timber Group,Log B22,Auckland Port,54.4,0,1,0,20
ORD101813,2024-06-07,2024-06-13,2024-06-25,NZ Timber Co,Pulp Low Grade,Napier Port,41.1,0,1,0,18
ORD101814,2024-10-13,2024-10-20,2024-10-28,NZ Timber Co,Pulp High Grade,Auckland Port,58.4,1,1,1,15
ORD101815,2024-06-17,2024-06-20,2024-07-01,Shanghai Wood Corp,Log A28,Auckland Port,38.4,0,1,0,14
ORD101816,2024-04-01,2024-04-07,2024-04-10,Shanghai Wood Corp,Timber Standard,Napier Port,62.0,1,1,1,9
ORD101817,2024-06-02,2024-06-07,2024-06-27,Tokyo Timber Group,Log B22,Napier Port,60.1,0,1,0,25
ORD101818,2024-01-26,2024-01-30,2024-02-10,NZ Timber Co,Pulp Low Grade,Napier Port,61.0,0,1,0,15
ORD101819,2024-09-05,2024-09-07,2024-09-12,NZ Timber Co,Log A28,Auckland Port,59.5,1,1,1,7
ORD101820,2025-11-21,2025-11-23,2025-12-02,Saigon Builders,Log B22,Auckland Port,48.4,1,1,1,11
ORD101821,2025-01-14,2025-01-17,2025-01-24,Shanghai Wood Corp,Log B22,Napier Port,53.9,1,1,1,10
ORD101822,2025-01-01,2025-01-06,2025-01-25,Shanghai Wood Corp,Pulp High Grade,Auckland Port,46.9,0,1,0,24
ORD101823,2024-10-19,2024-10-25,2024-11-04,HB Lumber Ltd,Log A28,Napier Port,45.3,1,1,1,16
ORD101824,2025-07-28,2025-07-30,2025-08-16,Shanghai Wood Corp,Timber Standard,Auckland Port,42.9,0,1,0,19
ORD101825,2025-06-17,2025-06-20,2025-07-05,Saigon Builders,Timber Standard,Auckland Port,58.8,0,1,0,18
ORD101826,2025-02-07,2025-02-10,2025-02-17,Tokyo Timber Group,Log A28,Auckland Port,37.3,1,1,1,10
ORD101827,2025-06-16,2025-06-21,2025-06-26,Tokyo Timber Group,Timber Standard,Napier Port,72.2,1,1,1,10
ORD101828,2025-06-15,2025-06-21,2025-07-08,Saigon Builders,Log B22,Napier Port,46.0,0,1,0,23
ORD101829,2024-09-14,2024-09-17,2024-10-06,Shanghai Wood Corp,Timber Premium,Auckland Port,49.1,0,1,0,22
ORD101830,2025-05-20,2025-05-27,2025-06-12,NZ Timber Co,Log B22,Napier Port,59.1,0,1,0,23
ORD101831,2025-10-17,2025-10-24,2025-11-08,Shanghai Wood Corp,Log A28,Napier Port,44.3,0,0,0,22
ORD101832,2024-04-29,2024-05-05,2024-05-13,NZ Timber Co,Timber Standard,Napier Port,56.7,1,1,1,14
ORD101833,2025-11-01,2025-11-02,2025-11-21,Tokyo Timber Group,Pulp High Grade,Auckland Port,47.7,0,1,0,20
ORD101834,2024-05-12,2024-05-13,2024-05-22,Shanghai Wood Corp,Timber Premium,Napier Port,40.2,1,1,1,10
ORD101835,2025-09-17,2025-09-22,2025-09-30,Shanghai Wood Corp,Timber Standard,Auckland Port,36.1,1,1,1,13
ORD101836,2024-05-05,2024-05-07,2024-05-14,Shanghai Wood Corp,Timber Premium,Auckland Port,56.7,1,1,1,9
ORD101837,2025-08-11,2025-08-13,2025-08-21,Tokyo Timber Group,Log A28,Auckland Port,59.6,1,1,1,10
ORD101838,2024-07-21,2024-07-23,2024-08-01,NZ Timber Co,Pulp High Grade,Auckland Port,48.8,1,1,1,11
ORD101839,2024-06-08,2024-06-13,2024-06-26,HB Lumber Ltd,Log B22,Auckland Port,54.2,0,1,0,18
ORD101840,2025-07-24,2025-07-31,2025-08-03,HB Lumber Ltd,Pulp High Grade,Auckland Port,25.6,1,1,1,10
ORD101841,2025-10-17,2025-10-24,2025-11-04,Tokyo Timber Group,Pulp Low Grade,Napier Port,47.5,0,1,0,18
ORD101842,2025-09-08,2025-09-09,2025-09-16,Shanghai Wood Corp,Timber Premium,Napier Port,53.6,1,1,1,8
ORD101843,2024-09-01,2024-09-06,2024-09-12,HB Lumber Ltd,Pulp Low Grade,Napier Port,46.8,1,1,1,11
ORD101844,2025-08-25,2025-08-29,2025-09-10,HB Lumber Ltd,Log B22,Auckland Port,51.3,0,1,0,16
ORD101845,2024-10-05,2024-10-11,2024-10-16,Saigon Builders,Log B22,Napier Port,45.7,1,1,1,11
ORD101846,2024-11-04,2024-11-10,2024-11-14,Shanghai Wood Corp,Pulp Low Grade,Auckland Port,47.5,1,1,1,10
ORD101847,2025-11-30,2025-12-01,2025-12-15,Saigon Builders,Log B22,Auckland Port,46.1,0,1,0,15
ORD101848,2024-11-06,2024-11-13,2024-11-26,NZ Timber Co,Pulp High Grade,Napier Port,41.5,0,1,0,20
ORD101849,2024-07-20,2024-07-23,2024-08-01,Saigon Builders,Log A28,Auckland Port,43.7,1,1,1,12
ORD101850,2024-04-06,2024-04-11,2024-04-30,Tokyo Timber Group,Timber Standard,Auckland Port,39.8,0,1,0,24
ORD101851,2025-09-02,2025-09-05,2025-09-20,Shanghai Wood Corp,Timber Premium,Auckland Port,44.0,0,1,0,18
ORD101852,2024-03-11,2024-03-12,2024-03-25,Saigon Builders,Log A28,Auckland Port,49.8,0,1,0,14
ORD101853,2025-03-20,2025-03-24,2025-04-12,Saigon Builders,Timber Standard,Napier Port,48.6,0,1,0,23
ORD101854,2025-09-27,2025-10-02,2025-10-06,HB Lumber Ltd,Pulp Low Grade,Auckland Port,68.0,1,1,1,9
ORD101855,2024-01-02,2024-01-06,2024-01-24,NZ Timber Co,Timber Standard,Napier Port,45.9,0,1,0,22
ORD101856,2024-05-23,2024-05-30,2024-06-11,NZ Timber Co,Pulp High Grade,Auckland Port,49.0,0,1,0,19
ORD101857,2024-05-27,2024-06-01,2024-06-18,Saigon Builders,Log B22,Napier Port,43.5,0,1,0,22
ORD101858,2025-10-27,2025-10-28,2025-11-09,Saigon Builders,Log B22,Napier Port,52.5,0,1,0,13
ORD101859,2024-10-03,2024-10-07,2024-10-13,HB Lumber Ltd,Timber Premium,Auckland Port,45.4,1,1,1,10
ORD101860,2025-08-10,2025-08-12,2025-08-27,Saigon Builders,Log A28,Napier Port,60.7,0,1,0,17
ORD101861,2024-04-07,2024-04-09,2024-04-28,HB Lumber Ltd,Pulp High Grade,Napier Port,42.0,0,1,0,21
ORD101862,2025-11-24,2025-11-26,2025-12-09,HB Lumber Ltd,Pulp High Grade,Napier Port,43.8,0,1,0,15
ORD101864,2024-10-07,2024-10-10,2024-10-23,HB Lumber Ltd,Timber Standard,Napier Port,51.7,0,1,0,16
ORD101865,2024-07-27,2024-08-01,2024-08-17,HB Lumber Ltd,Log B22,Napier Port,49.8,0,1,0,21
ORD101866,2025-08-21,2025-08-25,2025-08-30,Tokyo Timber Group,Timber Premium,Auckland Port,40.3,1,1,1,9
ORD101867,2024-12-29,2025-01-01,2025-01-21,Shanghai Wood Corp,Pulp High Grade,Auckland Port,54.8,0,0,0,23
ORD101868,2024-05-09,2024-05-15,2024-05-25,Tokyo Timber Group,Pulp Low Grade,Auckland Port,45.6,1,1,1,16
ORD101869,2024-05-18,2024-05-24,2024-06-09,Shanghai Wood Corp,Log B22,Napier Port,50.0,0,1,0,22
ORD101870,2025-07-11,2025-07-16,2025-07-21,Tokyo Timber Group,Timber Premium,Auckland Port,60.3,1,1,1,10
ORD101871,2024-09-05,2024-09-10,2024-09-27,NZ Timber Co,Timber Standard,Auckland Port,40.8,0,1,0,22
ORD101872,2025-04-15,2025-04-22,2025-04-26,Saigon Builders,Pulp Low Grade,Napier Port,44.4,1,1,1,11
ORD101873,2024-09-20,2024-09-24,2024-10-06,HB Lumber Ltd,Timber Standard,Auckland Port,49.0,0,1,0,16
ORD101874,2024-07-05,2024-07-08,2024-07-27,NZ Timber Co,Log A28,Napier Port,55.9,0,1,0,22
ORD101875,2025-05-28,2025-05-30,2025-06-03,Shanghai Wood Corp,Timber Premium,Auckland Port,52.6,1,1,1,6
ORD101876,2024-11-11,2024-11-16,2024-12-05,HB Lumber Ltd,Timber Premium,Auckland Port,55.5,0,1,0,24
ORD101877,2024-03-23,2024-03-28,2024-04-14,Shanghai Wood Corp,Timber Standard,Napier Port,49.2,0,1,0,22
ORD101878,2025-02-27,2025-03-03,2025-03-19,NZ Timber Co,Pulp High Grade,Napier Port,50.4,0,1,0,20
ORD101879,2024-03-27,2024-04-03,2024-04-16,NZ Timber Co,Log A28,Napier Port,38.3,0,1,0,20
ORD101880,2024-02-24,2024-02-26,2024-02-29,Tokyo Timber Group,Log B22,Napier Port,57.8,1,1,1,5
ORD101882,2024-07-06,2024-07-13,2024-07-20,HB Lumber Ltd,Log A28,Napier Port,56.6,1,1,1,14
ORD101883,2024-01-26,2024-01-31,2024-02-12,Saigon Builders,Timber Standard,Auckland Port,41.4,0,1,0,17
ORD101884,2024-04-23,2024-04-25,2024-05-09,NZ Timber Co,Pulp Low Grade,Napier Port,59.8,0,1,0,16
ORD101885,2025-10-06,2025-10-10,2025-10-30,HB Lumber Ltd,Log B22,Napier Port,50.6,0,1,0,24
ORD101886,2024-08-27,2024-09-02,2024-09-15,HB Lumber Ltd,Log A28,Napier Port,36.9,0,1,0,19
ORD101887,2025-08-05,2025-08-07,2025-08-24,Saigon Builders,Timber Premium,Napier Port,50.1,0,1,0,19
ORD101888,2024-03-26,2024-04-02,2024-04-08,HB Lumber Ltd,Pulp Low Grade,Auckland Port,49.3,1,1,1,13
ORD101889,2024-05-05,2024-05-10,2024-05-15,NZ Timber Co,Pulp High Grade,Auckland Port,54.3,1,1,1,10
ORD101890,2024-02-23,2024-02-28,2024-03-05,Saigon Builders,Log B22,Napier Port,56.7,1,1,1,11
ORD101891,2024-12-18,2024-12-25,2025-01-10,HB Lumber Ltd,Pulp Low Grade,Auckland Port,64.4,0,0,0,23
ORD101892,2025-11-26,2025-11-28,2025-12-06,Saigon Builders,Timber Standard,Auckland Port,42.3,1,1,1,10
ORD101893,2024-06-09,2024-06-16,2024-06-19,Saigon Builders,Timber Standard,Napier Port,54.6,1,1,1,10
ORD101894,2024-06-01,2024-06-07,2024-06-22,Shanghai Wood Corp,Pulp High Grade,Napier Port,41.9,0,1,0,21
ORD101895,2024-04-20,2024-04-22,2024-05-05,HB Lumber Ltd,Log B22,Napier Port,55.1,0,1,0,15
ORD101897,2025-02-25,2025-03-03,2025-03-08,HB Lumber Ltd,Log B22,Auckland Port,48.0,1,1,1,11
ORD101898,2025-06-14,2025-06-20,2025-06-23,Shanghai Wood Corp,Timber Premium,Napier Port,47.6,1,0,0,9
ORD101899,2025-07-09,2025-07-10,2025-07-17,HB Lumber Ltd,Timber Standard,Napier Port,70.3,1,1,1,8
ORD101900,2025-01-26,2025-02-02,2025-02-20,Tokyo Timber Group,Timber Standard,Napier Port,50.9,0,1,0,25
ORD101901,2025-01-14,2025-01-21,2025-01-26,Shanghai Wood Corp,Log A28,Napier Port,35.7,1,1,1,12
ORD101902,2024-01-12,2024-01-14,2024-01-17,Shanghai Wood Corp,Log B22,Auckland Port,50.4,1,1,1,5
ORD101903,2024-02-16,2024-02-17,2024-02-28,NZ Timber Co,Timber Premium,Auckland Port,38.7,0,1,0,12
ORD101904,2025-03-22,2025-03-27,2025-04-03,HB Lumber Ltd,Pulp High Grade,Napier Port,53.9,1,1,1,12
ORD101905,2025-01-08,2025-01-10,2025-01-26,Tokyo Timber Group,Pulp Low Grade,Napier Port,24.5,0,1,0,18
ORD101906,2025-07-27,2025-08-02,2025-08-07,Saigon Builders,Pulp Low Grade,Napier Port,45.3,1,1,1,11
ORD101907,2024-06-07,2024-06-12,2024-06-26,Saigon Builders,Timber Premium,Auckland Port,58.0,0,1,0,19
ORD101909,2024-02-23,2024-02-27,2024-03-15,NZ Timber Co,Timber Standard,Auckland Port,61.7,0,1,0,21
ORD101911,2024-04-17,2024-04-24,2024-05-13,Tokyo Timber Group,Pulp High Grade,Napier Port,54.0,0,1,0,26
ORD101912,2025-03-02,2025-03-09,2025-03-28,Shanghai Wood Corp,Log B22,Napier Port,42.2,0,1,0,26
ORD101913,2024-07-26,2024-07-28,2024-08-05,NZ Timber Co,Pulp Low Grade,Napier Port,44.9,1,1,1,10
ORD101914,2025-04-02,2025-04-05,2025-04-13,NZ Timber Co,Pulp High Grade,Auckland Port,50.7,1,0,0,11
ORD101915,2024-07-11,2024-07-16,2024-07-28,Tokyo Timber Group,Pulp High Grade,Napier Port,53.4,0,1,0,17
ORD101916,2024-01-28,2024-02-01,2024-02-16,HB Lumber Ltd,Timber Premium,Napier Port,52.2,0,1,0,19
ORD101917,2024-05-29,2024-06-02,2024-06-21,Tokyo Timber Group,Pulp Low Grade,Auckland Port,31.9,0,1,0,23
ORD101918,2025-04-21,2025-04-26,2025-04-30,HB Lumber Ltd,Timber Premium,Napier Port,49.3,1,1,1,9
ORD101919,2024-10-15,2024-10-21,2024-10-27,Saigon Builders,Log A28,Napier Port,47.6,1,1,1,12
ORD101920,2024-10-08,2024-10-11,2024-10-18,Shanghai Wood Corp,Log A28,Auckland Port,52.3,1,1,1,10
ORD101921,2024-04-24,2024-04-25,2024-04-28,Tokyo Timber Group,Pulp Low Grade,Auckland Port,45.4,1,1,1,4
ORD101922,2024-02-13,2024-02-17,2024-02-29,Saigon Builders,Timber Standard,Napier Port,47.3,0,1,0,16
ORD101923,2025-09-12,2025-09-14,2025-09-28,Tokyo Timber Group,Pulp High Grade,Napier Port,60.8,0,1,0,16
ORD101924,2024-03-28,2024-04-02,2024-04-17,HB Lumber Ltd,Timber Premium,Auckland Port,53.7,0,1,0,20
ORD101925,2025-08-05,2025-08-09,2025-08-12,NZ Timber Co,Timber Premium,Napier Port,34.2,1,1,1,7
ORD101926,2024-01-03,2024-01-05,2024-01-19,NZ Timber Co,Timber Standard,Auckland Port,51.3,0,0,0,16
ORD101927,2025-05-08,2025-05-15,2025-05-20,Saigon Builders,Timber Premium,Napier Port,51.3,1,1,1,12
ORD101928,2024-09-09,2024-09-15,2024-10-04,HB Lumber Ltd,Pulp High Grade,Auckland Port,57.0,0,1,0,25
ORD101929,2024-03-04,2024-03-08,2024-03-24,Tokyo Timber Group,Log A28,Auckland Port,69.0,0,1,0,20
ORD101930,2025-05-06,2025-05-09,2025-05-14,Tokyo Timber Group,Log B22,Auckland Port,54.3,1,1,1,8
ORD101931,2024-05-01,2024-05-05,2024-05-21,Saigon Builders,Pulp High Grade,Napier Port,45.7,0,1,0,20
