date,month,year,site_name,product_name,input_volume_m3,output_volume_m3,downtime_hours,energy_kwh,yield_pct
2024-05-31,5,2024,Mill B,Log A28,691.7,587.9,0.71,803.99,0.8499349428943183
2024-06-01,6,2024,Mill B,Log A28,451.9,384.2,0.0,570.41,0.8501880947112194
2024-06-02,6,2024,Mill B,Log A28,479.2,407.3,1.61,653.98,0.8499582637729549
2024-06-03,6,2024,Mill B,Log A28,449.3,381.9,0.51,584.54,0.8499888715780102
2024-06-04,6,2024,Mill B,Log A28,580.4,493.3,0.39,741.52,0.8499310820124053
2024-06-05,6,2024,Mill B,Log A28,517.7,440.1,1.13,659.93,0.8501062391346339
2024-06-06,6,2024,Mill B,Log A28,514.8,437.6,1.92,723.81,0.8500388500388502
2024-06-07,6,2024,Mill B,Log A28,564.6,479.9,1.48,711.04,0.8499822883457314
2024-06-08,6,2024,Mill B,Log A28,461.6,392.4,1.24,623.25,0.8500866551126516
2024-06-09,6,2024,Mill B,Log A28,431.0,366.3,0.69,521.04,0.8498839907192576
2024-06-10,6,2024,Mill B,Log A28,617.8,525.1,1.11,858.73,0.8499514405956621
2024-06-11,6,2024,Mill B,Log A28,514.7,437.5,1.2,637.09,0.8500097143967359
2024-06-12,6,2024,Mill B,Log A28,495.8,421.4,2.16,611.21,0.8499394917305364
2024-06-13,6,2024,Mill B,Log A28,474.7,403.5,1.72,594.27,0.8500105329681904
2024-06-14,6,2024,Mill B,Log A28,465.4,395.6,1.24,577.2,0.8500214868929954
2024-06-15,6,2024,Mill B,Log A28,513.3,436.3,1.15,689.06,0.8499902591077344
2024-06-16,6,2024,Mill B,Log A28,520.1,442.0,0.59,620.79,0.8498365698904057
2024-06-17,6,2024,Mill B,Log A28,519.8,441.8,1.07,665.21,0.8499422854944211
2024-06-18,6,2024,Mill B,Log A28,495.0,420.7,1.37,641.84,0.8498989898989898
2024-06-19,6,2024,Mill B,Log A28,425.3,361.5,0.36,554.52,0.849988243592758
2024-06-20,6,2024,Mill B,Log A28,580.2,493.2,0.69,695.78,0.8500517063081695
2024-06-21,6,2024,Mill B,Log A28,566.1,481.2,1.18,748.83,0.8500264970853205
2024-06-22,6,2024,Mill B,Log A28,493.1,419.2,1.08,690.0,0.85013181910363
2024-06-23,6,2024,Mill B,Log A28,516.0,438.6,1.02,667.87,0.8500000000000001
2024-06-24,6,2024,Mill B,Log A28,449.4,382.0,1.27,570.57,0.8500222518914108
2024-06-25,6,2024,Mill B,Log A28,462.8,393.4,1.0,518.32,0.8500432152117545
2024-06-26,6,2024,Mill B,Log A28,470.3,399.7,0.32,555.29,0.8498830533701892
2024-06-27,6,2024,Mill B,Log A28,546.3,464.3,1.07,764.64,0.8498993227164563
2024-06-28,6,2024,Mill B,Log A28,409.8,348.3,1.64,583.23,0.8499267935578331
2024-06-29,6,2024,Mill B,Log A28,566.6,481.6,0.21,724.89,0.8499823508648077
2024-06-30,6,2024,Mill B,Log A28,511.4,434.7,1.3,693.23,0.8500195541650372
2024-07-01,7,2024,Mill B,Log A28,488.1,414.8,0.92,624.15,0.8498258553575087
2024-07-02,7,2024,Mill B,Log A28,493.4,419.4,1.45,597.84,0.8500202675314147
2024-07-03,7,2024,Mill B,Log A28,404.2,343.6,0.59,455.76,0.8500742206828303
2024-07-04,7,2024,Mill B,Log A28,529.4,450.0,1.22,534.17,0.8500188893086513
2024-07-05,7,2024,Mill B,Log A28,528.3,449.0,1.4,654.11,0.8498958924853304
2024-07-06,7,2024,Mill B,Log A28,547.2,465.1,0.91,706.99,0.8499634502923976
2024-07-07,7,2024,Mill B,Log A28,425.8,361.9,5.47,548.03,0.849929544387036
2024-07-08,7,2024,Mill B,Log A28,533.9,453.8,0.98,611.84,0.8499719048510957
2024-07-09,7,2024,Mill B,Log A28,583.6,496.1,1.83,764.77,0.8500685400959561
2024-07-10,7,2024,Mill B,Log A28,510.1,433.6,1.88,618.81,0.8500294059988238
2024-07-11,7,2024,Mill B,Log A28,490.2,416.6,1.43,614.46,0.8498572011423909
2024-07-12,7,2024,Mill B,Log A28,492.1,418.3,0.79,636.43,0.850030481609429
2024-07-13,7,2024,Mill B,Log A28,503.2,427.7,0.73,618.5,0.849960254372019
2024-07-14,7,2024,Mill B,Log A28,492.4,418.5,1.04,624.3,0.8499187652315191
2024-07-15,7,2024,Mill B,Log A28,589.3,500.9,1.0,716.18,0.8499915153572035
2024-07-16,7,2024,Mill B,Log A28,540.2,459.2,1.58,660.07,0.8500555349870418
2024-07-17,7,2024,Mill B,Log A28,471.3,400.6,2.05,606.77,0.8499893910460429
2024-07-18,7,2024,Mill B,Log A28,491.1,417.4,0.33,655.86,0.8499287314192628
2024-07-19,7,2024,Mill B,Log A28,420.3,357.3,6.04,515.4,0.8501070663811563
2024-07-20,7,2024,Mill B,Log A28,414.7,352.5,0.0,501.82,0.8500120569086087
2024-07-21,7,2024,Mill B,Log A28,479.1,407.3,1.51,550.94,0.8501356710498852
2024-07-22,7,2024,Mill B,Log A28,473.7,402.7,1.12,650.99,0.8501161072408697
2024-07-23,7,2024,Mill B,Log A28,575.0,488.8,0.95,703.7,0.8500869565217392
2024-07-24,7,2024,Mill B,Log A28,381.3,324.1,0.81,478.9,0.8499868869656438
2024-07-25,7,2024,Mill B,Log A28,440.6,374.5,1.2,534.99,0.8499773036768044
2024-07-26,7,2024,Mill B,Log A28,466.5,396.5,0.68,461.49,0.84994640943194
2024-07-27,7,2024,Mill B,Log A28,498.6,423.8,2.29,655.08,0.8499799438427598
2024-07-28,7,2024,Mill B,Log A28,538.1,457.4,0.34,688.23,0.8500278758595056
2024-07-29,7,2024,Mill B,Log A28,462.4,393.0,0.94,601.33,0.8499134948096886
2024-07-30,7,2024,Mill B,Log A28,489.6,416.2,0.92,553.38,0.8500816993464052
2024-07-31,7,2024,Mill B,Log A28,549.3,466.9,0.96,687.71,0.8499908975059166
2024-08-01,8,2024,Mill B,Log A28,503.5,428.0,0.28,621.44,0.8500496524329693
2024-08-02,8,2024,Mill B,Log A28,528.5,449.2,1.06,644.77,0.8499526963103122
2024-08-03,8,2024,Mill B,Log A28,517.3,439.7,0.28,630.06,0.8499903344287648
2024-08-04,8,2024,Mill B,Log A28,516.3,438.8,0.85,698.34,0.8498934727871393
2024-08-05,8,2024,Mill B,Log A28,484.3,411.7,1.57,633.19,0.8500929176130497
2024-08-06,8,2024,Mill B,Log A28,482.7,410.3,0.35,576.12,0.850010358400663
2024-08-07,8,2024,Mill B,Log A28,471.3,400.6,1.15,642.02,0.8499893910460429
2024-08-08,8,2024,Mill B,Log A28,507.6,431.5,0.49,680.4,0.8500788022064617
2024-08-09,8,2024,Mill B,Log A28,559.2,475.3,1.58,650.03,0.8499642346208869
2024-08-10,8,2024,Mill B,Log A28,414.9,352.6,0.71,527.71,0.8498433357435528
2024-08-11,8,2024,Mill B,Log A28,508.7,432.4,1.66,624.15,0.8500098289758207
2024-08-12,8,2024,Mill B,Log A28,546.3,464.3,0.53,642.58,0.8498993227164563
2024-08-13,8,2024,Mill B,Log A28,530.1,450.5,0.8,594.35,0.84983965289568
2024-08-14,8,2024,Mill B,Log A28,452.8,384.9,1.2,558.71,0.8500441696113074
2024-08-15,8,2024,Mill B,Log A28,449.5,382.1,1.56,616.73,0.850055617352614
2024-08-16,8,2024,Mill B,Log A28,476.4,405.0,1.5,571.26,0.850125944584383
2024-08-17,8,2024,Mill B,Log A28,472.5,401.6,0.75,580.55,0.84994708994709
2024-08-18,8,2024,Mill B,Log A28,508.0,431.8,1.65,676.51,0.85
2024-08-19,8,2024,Mill B,Log A28,423.9,360.3,1.1,511.0,0.8499646142958246
2024-08-20,8,2024,Mill B,Log A28,529.4,450.0,0.73,693.03,0.8500188893086513
2024-08-21,8,2024,Mill B,Log A28,445.0,378.3,1.47,606.97,0.8501123595505619
2024-08-22,8,2024,Mill B,Log A28,481.0,408.9,0.43,570.73,0.85010395010395
2024-08-23,8,2024,Mill B,Log A28,451.6,383.9,1.68,625.86,0.8500885739592559
2024-08-24,8,2024,Mill B,Log A28,529.9,450.4,0.96,600.17,0.8499716927722212
2024-08-25,8,2024,Mill B,Log A28,503.6,428.1,0.87,600.0,0.8500794281175537
2024-08-26,8,2024,Mill B,Log A28,436.6,371.1,1.12,557.89,0.8499770957398076
2024-08-27,8,2024,Mill B,Log A28,509.0,432.7,0.19,700.28,0.850098231827112
2024-08-28,8,2024,Mill B,Log A28,499.5,424.6,1.63,617.45,0.8500500500500501
2024-08-29,8,2024,Mill B,Log A28,518.6,440.8,0.68,692.59,0.8499807173158503
2024-08-30,8,2024,Mill B,Log A28,509.2,432.8,1.56,678.31,0.8499607227022781
2024-08-31,8,2024,Mill B,Log A28,494.6,420.4,0.57,603.58,0.8499797816417306
2024-09-01,9,2024,Mill B,Log A28,733.8,623.7,0.62,807.13,0.8499591169255929
2024-09-02,9,2024,Mill B,Log A28,694.6,590.5,0.65,760.37,0.8501295709761013
2024-09-03,9,2024,Mill B,Log A28,741.2,630.0,1.02,866.84,0.8499730167296276
2024-09-04,9,2024,Mill B,Log A28,734.4,624.2,1.01,1010.2,0.8499455337690632
2024-09-05,9,2024,Mill B,Log A28,669.1,568.8,0.49,833.27,0.8500971454192198
2024-09-06,9,2024,Mill B,Log A28,693.1,589.1,1.05,864.3,0.8499495022363296
2024-09-07,9,2024,Mill B,Log A28,633.9,538.8,0.5,750.65,0.8499763369616659
2024-09-08,9,2024,Mill B,Log A28,651.3,553.6,2.62,784.52,0.8499923230462153
2024-09-09,9,2024,Mill B,Log A28,597.3,507.7,0.85,744.08,0.8499916289971539
2024-09-10,9,2024,Mill B,Log A28,726.7,617.7,1.58,792.2,0.8500068804183294
2024-09-11,9,2024,Mill B,Log A28,692.4,588.5,1.34,854.72,0.849942229924899
2024-09-12,9,2024,Mill B,Log A28,679.3,577.4,1.99,966.02,0.8499926394818196
2024-09-13,9,2024,Mill B,Log A28,759.3,645.4,0.7,983.27,0.8499934149874885
2024-09-14,9,2024,Mill B,Log A28,680.5,578.4,0.96,865.78,0.849963262307127
2024-09-15,9,2024,Mill B,Log A28,692.4,588.5,0.82,895.68,0.849942229924899
2024-09-16,9,2024,Mill B,Log A28,593.6,504.6,0.0,753.5,0.8500673854447439
2024-09-17,9,2024,Mill B,Log A28,776.9,660.3,0.82,1011.2,0.8499163341485391
2024-09-18,9,2024,Mill B,Log A28,675.3,574.0,1.37,866.83,0.8499925958833112
2024-09-19,9,2024,Mill B,Log A28,657.4,558.8,0.31,850.39,0.850015211439002
2024-09-20,9,2024,Mill B,Log A28,682.9,580.4,1.29,834.88,0.8499048176892664
2024-09-21,9,2024,Mill B,Log A28,716.9,609.4,1.01,819.23,0.8500488213139908
2024-09-22,9,2024,Mill B,Log A28,684.7,582.0,0.41,814.69,0.8500073024682342
2024-09-23,9,2024,Mill B,Log A28,631.4,536.7,1.5,849.63,0.850015837820716
2024-09-24,9,2024,Mill B,Log A28,672.0,571.2,1.14,840.95,0.8500000000000001
2024-09-25,9,2024,Mill B,Log A28,667.8,567.6,0.84,898.6,0.8499550763701708
2024-09-26,9,2024,Mill B,Log A28,678.5,576.7,0.67,901.14,0.8499631540162123
2024-09-27,9,2024,Mill B,Log A28,707.0,600.9,0.92,866.87,0.8499292786421498
2024-09-28,9,2024,Mill B,Log A28,620.1,527.1,1.83,831.08,0.8500241896468311
2024-09-29,9,2024,Mill B,Log A28,655.4,557.1,0.95,938.21,0.8500152578577969
2024-09-30,9,2024,Mill B,Log A28,722.9,614.5,1.65,982.88,0.8500484161018121
2024-10-01,10,2024,Mill B,Log A28,682.3,579.9,0.01,887.16,0.8499193902975231
2024-10-02,10,2024,Mill B,Log A28,680.7,578.6,1.57,819.96,0.8500073453797561
2024-10-03,10,2024,Mill B,Log A28,717.4,609.8,1.57,971.08,0.850013939224979
2024-10-04,10,2024,Mill B,Log A28,757.4,643.8,1.05,979.49,0.8500132030631106
2024-10-05,10,2024,Mill B,Log A28,749.2,636.8,1.7,1014.89,0.8499733048585156
2024-10-06,10,2024,Mill B,Log A28,675.2,573.9,1.05,753.93,0.8499703791469193
2024-10-07,10,2024,Mill B,Log A28,709.4,603.0,0.49,963.18,0.8500140964195094
2024-10-08,10,2024,Mill B,Log A28,684.1,581.5,1.62,932.2,0.8500219266189153
2024-10-09,10,2024,Mill B,Log A28,718.5,610.7,1.56,837.35,0.8499652052887962
2024-10-10,10,2024,Mill B,Log A28,708.3,602.1,0.58,929.18,0.8500635324015249
2024-10-11,10,2024,Mill B,Log A28,646.1,549.2,2.31,873.4,0.8500232162203993
2024-10-12,10,2024,Mill B,Log A28,677.2,575.6,0.87,936.18,0.8499704666272888
2024-10-13,10,2024,Mill B,Log A28,847.9,720.8,0.56,1055.08,0.8501002476707159
2024-10-14,10,2024,Mill B,Log A28,637.7,542.0,1.13,899.98,0.8499294339030892
2024-10-15,10,2024,Mill B,Log A28,775.6,659.3,1.21,977.5,0.8500515729757606
2024-10-16,10,2024,Mill B,Log A28,769.4,654.0,0.62,948.06,0.8500129971406291
2024-10-17,10,2024,Mill B,Log A28,683.5,580.9,0.0,855.01,0.8498902706656912
2024-10-18,10,2024,Mill B,Log A28,692.3,588.5,1.26,882.01,0.8500650007222303
2024-10-19,10,2024,Mill B,Log A28,800.0,680.0,0.0,998.13,0.85
2024-10-20,10,2024,Mill B,Log A28,689.4,586.0,1.02,856.43,0.8500145053669859
2024-10-21,10,2024,Mill B,Log A28,667.7,567.5,0.69,666.05,0.8499326044630822
2024-10-22,10,2024,Mill B,Log A28,676.9,575.4,1.12,798.55,0.8500517063081696
2024-10-23,10,2024,Mill B,Log A28,766.9,651.8,1.28,950.98,0.8499152431868562
2024-10-24,10,2024,Mill B,Log A28,730.7,621.1,0.71,1063.57,0.850006842753524
2024-10-25,10,2024,Mill B,Log A28,669.2,568.8,1.38,918.34,0.8499701135684398
2024-10-26,10,2024,Mill B,Log A28,707.3,601.2,1.38,965.71,0.8499929308638485
2024-10-27,10,2024,Mill B,Log A28,629.8,535.4,1.0,780.56,0.8501111463956812
2024-10-28,10,2024,Mill B,Log A28,676.5,575.0,1.14,823.18,0.8499630450849963
2024-10-29,10,2024,Mill B,Log A28,724.9,616.2,0.91,1036.6,0.8500482825217273
2024-10-30,10,2024,Mill B,Log A28,725.2,616.4,1.49,948.19,0.8499724214009927
2024-10-31,10,2024,Mill B,Log A28,751.0,638.3,0.58,1003.1,0.8499334221038615
2024-11-01,11,2024,Mill B,Log A28,718.8,611.0,1.23,880.24,0.8500278241513635
2024-11-02,11,2024,Mill B,Log A28,704.8,599.1,0.52,888.19,0.850028376844495
2024-11-03,11,2024,Mill B,Log A28,565.7,480.9,0.66,646.51,0.8500972246773907
2024-11-04,11,2024,Mill B,Log A28,710.1,603.6,1.02,870.48,0.8500211237853823
2024-11-05,11,2024,Mill B,Log A28,684.7,582.0,1.21,904.39,0.8500073024682342
2024-11-06,11,2024,Mill B,Log A28,593.6,504.5,1.07,718.3,0.8498989218328841
2024-11-07,11,2024,Mill B,Log A28,655.9,557.5,1.05,854.36,0.8499771306601617
2024-11-08,11,2024,Mill B,Log A28,757.0,643.4,1.25,933.05,0.8499339498018493
2024-11-09,11,2024,Mill B,Log A28,641.3,545.1,1.29,812.05,0.8499922033369719
2024-11-10,11,2024,Mill B,Log A28,657.3,558.7,1.05,836.18,0.8499923931233837
2024-11-11,11,2024,Mill B,Log A28,693.4,589.4,1.36,767.58,0.8500144216902221
2024-11-12,11,2024,Mill B,Log A28,690.7,587.1,0.82,964.62,0.8500072390328652
2024-11-13,11,2024,Mill B,Log A28,614.3,522.1,1.1,751.2,0.8499104671984373
2024-11-14,11,2024,Mill B,Log A28,784.1,666.4,0.94,1020.32,0.8498915954597628
2024-11-15,11,2024,Mill B,Log A28,761.2,647.0,2.13,989.75,0.849973725696269
2024-11-16,11,2024,Mill B,Log A28,638.1,542.4,0.36,864.76,0.850023507287259
2024-11-17,11,2024,Mill B,Log A28,677.3,575.7,0.56,895.62,0.8499926177469365
2024-11-18,11,2024,Mill B,Log A28,771.3,655.6,1.57,910.88,0.8499935174380916
2024-11-19,11,2024,Mill B,Log A28,726.2,617.3,0.91,1017.2,0.850041310933627
2024-11-20,11,2024,Mill B,Log A28,768.1,652.9,0.43,945.96,0.8500195287071995
2024-11-21,11,2024,Mill B,Log A28,729.7,620.2,1.13,1035.2,0.8499383308208853
2024-11-22,11,2024,Mill B,Log A28,729.5,620.1,0.48,855.89,0.850034270047978
2024-11-23,11,2024,Mill B,Log A28,658.0,559.3,1.06,860.28,0.85
2024-11-24,11,2024,Mill B,Log A28,719.2,611.3,1.05,965.71,0.8499721913236928
2024-11-25,11,2024,Mill B,Log A28,666.4,566.4,0.37,820.32,0.8499399759903962
2024-11-26,11,2024,Mill B,Log A28,680.8,578.6,0.85,811.64,0.8498824911868391
2024-11-27,11,2024,Mill B,Log A28,710.3,603.8,1.47,879.91,0.8500633535126003
2024-11-28,11,2024,Mill B,Log A28,718.9,611.1,1.2,940.9,0.8500486854917235
2024-11-29,11,2024,Mill B,Log A28,698.3,593.6,1.07,935.14,0.8500644422168123
2024-11-30,11,2024,Mill B,Log A28,670.8,570.2,1.1,921.53,0.8500298151460943
2024-12-01,12,2024,Mill B,Log A28,842.7,716.3,1.53,1170.57,0.8500059333096
2024-12-02,12,2024,Mill B,Log A28,872.7,741.8,0.0,1097.43,0.8500057293457086
2024-12-03,12,2024,Mill B,Log A28,973.3,827.3,1.69,1196.56,0.8499948628377684
2024-12-04,12,2024,Mill B,Log A28,784.5,666.8,1.24,980.48,0.8499681325685149
2024-12-05,12,2024,Mill B,Log A28,874.8,743.6,0.6,1027.15,0.8500228623685414
2024-12-06,12,2024,Mill B,Log A28,830.4,705.9,0.81,1098.4,0.8500722543352601
2024-12-07,12,2024,Mill B,Log A28,871.4,740.7,1.83,1120.69,0.8500114757860914
2024-12-08,12,2024,Mill B,Log A28,850.5,722.9,0.81,1160.38,0.8499706055261611
2024-12-09,12,2024,Mill B,Log A28,920.3,782.2,2.08,1207.65,0.8499402368792786
2024-12-10,12,2024,Mill B,Log A28,851.8,724.1,0.82,1127.75,0.8500821789152384
2024-12-11,12,2024,Mill B,Log A28,746.5,634.5,0.93,954.49,0.8499665103817816
2024-12-12,12,2024,Mill B,Log A28,881.2,749.0,1.35,1090.57,0.8499773036768044
2024-12-13,12,2024,Mill B,Log A28,781.9,664.7,1.0,994.97,0.8501087095536515
2024-12-14,12,2024,Mill B,Log A28,876.4,744.9,6.35,999.32,0.8499543587403012
2024-12-15,12,2024,Mill B,Log A28,760.0,646.0,1.21,934.09,0.85
2024-12-16,12,2024,Mill B,Log A28,857.3,728.7,1.1,1045.21,0.8499941677359152
2024-12-17,12,2024,Mill B,Log A28,887.4,754.3,0.96,1196.47,0.8500112688753662
2024-12-18,12,2024,Mill B,Log A28,835.5,710.2,1.22,934.37,0.8500299222022741
2024-12-19,12,2024,Mill B,Log A28,854.6,726.4,1.01,1178.73,0.849988298619237
2024-12-20,12,2024,Mill B,Log A28,853.4,725.4,0.38,1027.38,0.8500117178345442
2024-12-21,12,2024,Mill B,Log A28,861.1,731.9,1.37,1064.17,0.8499593543142492
2024-12-22,12,2024,Mill B,Log A28,773.6,657.6,1.86,963.14,0.8500517063081696
2024-12-23,12,2024,Mill B,Log A28,845.6,718.8,1.55,1052.17,0.8500473036896877
2024-12-24,12,2024,Mill B,Log A28,771.1,655.4,0.2,1038.88,0.8499546102969783
2024-12-25,12,2024,Mill B,Log A28,797.8,678.1,0.6,1024.32,0.8499623965906243
2024-12-26,12,2024,Mill B,Log A28,952.3,809.4,0.81,1152.67,0.8499422450908327
2024-12-27,12,2024,Mill B,Log A28,876.1,744.7,1.09,1205.6,0.8500171213331812
2024-12-28,12,2024,Mill B,Log A28,879.0,747.1,0.48,972.25,0.849943117178612
2024-12-29,12,2024,Mill B,Log A28,813.5,691.5,0.34,997.88,0.8500307314074985
2024-12-30,12,2024,Mill B,Log A28,859.9,730.9,0.84,1260.59,0.8499825561111757
2024-12-31,12,2024,Mill B,Log A28,738.6,627.8,0.18,926.36,0.8499864608719198
2025-01-01,1,2025,Mill B,Log A28,897.4,762.8,0.46,1064.23,0.850011143302875
2025-01-02,1,2025,Mill B,Log A28,800.9,680.7,0.51,1005.98,0.8499188413035336
2025-01-03,1,2025,Mill B,Log A28,829.4,705.0,1.09,1097.0,0.8500120569086087
2025-01-04,1,2025,Mill B,Log A28,832.7,707.8,1.26,1010.81,0.8500060045634681
2025-01-05,1,2025,Mill B,Log A28,860.1,731.1,1.45,1184.39,0.8500174398325776
2025-01-06,1,2025,Mill B,Log A28,888.7,755.4,0.95,1136.98,0.8500056261955665
2025-01-07,1,2025,Mill B,Log A28,884.0,751.4,0.44,1204.16,0.85
2025-01-08,1,2025,Mill B,Log A28,801.6,681.4,0.9,943.74,0.8500499001996007
2025-01-09,1,2025,Mill B,Log A28,809.6,688.2,0.98,986.27,0.8500494071146245
2025-01-10,1,2025,Mill B,Log A28,841.0,714.8,0.74,1046.31,0.8499405469678953
2025-01-11,1,2025,Mill B,Log A28,916.6,779.1,1.11,1174.03,0.8499890901156448
2025-01-12,1,2025,Mill B,Log A28,836.1,710.7,1.66,1040.38,0.8500179404377467
2025-01-13,1,2025,Mill B,Log A28,825.0,701.2,1.39,1118.85,0.849939393939394
2025-01-14,1,2025,Mill B,Log A28,819.6,696.6,0.81,978.96,0.8499267935578331
2025-01-15,1,2025,Mill B,Log A28,952.2,809.4,0.57,1087.54,0.8500315059861373
2025-01-16,1,2025,Mill B,Log A28,786.6,668.6,0.32,1030.35,0.8499872870582252
2025-01-17,1,2025,Mill B,Log A28,841.2,715.0,0.76,1201.38,0.8499762244412743
2025-01-18,1,2025,Mill B,Log A28,835.5,710.2,1.62,1090.79,0.8500299222022741
2025-01-19,1,2025,Mill B,Log A28,819.2,696.3,0.88,1135.75,0.8499755859374999
2025-01-20,1,2025,Mill B,Log A28,822.0,698.7,0.6,1073.92,0.8500000000000001
2025-01-21,1,2025,Mill B,Log A28,771.9,656.1,0.58,968.86,0.8499805674310145
2025-01-22,1,2025,Mill B,Log A28,850.1,722.6,0.11,1133.15,0.8500176449829432
2025-01-23,1,2025,Mill B,Log A28,807.0,686.0,1.0,1048.62,0.8500619578686494
2025-01-24,1,2025,Mill B,Log A28,884.4,751.7,1.54,1182.75,0.8499547715965627
2025-01-25,1,2025,Mill B,Log A28,854.3,726.1,0.5,1151.92,0.849935619805689
2025-01-26,1,2025,Mill B,Log A28,746.2,634.3,1.55,991.41,0.8500402036987402
2025-01-27,1,2025,Mill B,Log A28,858.9,730.1,1.36,1150.31,0.8500407497962511
2025-01-28,1,2025,Mill B,Log A28,895.8,761.4,1.45,1061.77,0.8499665103817816
2025-01-29,1,2025,Mill B,Log A28,804.7,684.0,0.65,1103.86,0.8500062134957126
2025-01-30,1,2025,Mill B,Log A28,847.1,720.1,1.24,1202.32,0.8500767323810648
2025-01-31,1,2025,Mill B,Log A28,745.1,633.4,1.94,1018.55,0.8500872366125352
2025-02-01,2,2025,Mill B,Log A28,941.2,800.0,1.13,1288.42,0.8499787505312367
2025-02-02,2,2025,Mill B,Log A28,917.0,779.4,1.01,1035.47,0.8499454743729553
2025-02-03,2,2025,Mill B,Log A28,851.4,723.7,1.57,1040.36,0.8500117453605827
2025-02-04,2,2025,Mill B,Log A28,738.6,627.8,1.22,799.8,0.8499864608719198
2025-02-05,2,2025,Mill B,Log A28,854.9,726.7,1.5,1035.2,0.8500409404608726
2025-02-06,2,2025,Mill B,Log A28,791.0,672.3,1.08,1022.96,0.8499367888748419
2025-02-07,2,2025,Mill B,Log A28,869.3,738.9,1.8,1154.16,0.849994248245715
2025-02-08,2,2025,Mill B,Log A28,879.8,747.8,0.83,1309.59,0.8499659013412139
2025-02-09,2,2025,Mill B,Log A28,887.8,754.6,0.56,1105.89,0.8499662086055418
2025-02-10,2,2025,Mill B,Log A28,806.1,685.2,1.5,1160.24,0.8500186081131373
2025-02-11,2,2025,Mill B,Log A28,848.7,721.4,0.8,1165.5,0.8500058913632614
2025-02-12,2,2025,Mill B,Log A28,873.2,742.2,0.66,1039.16,0.8499770957398076
2025-02-13,2,2025,Mill B,Log A28,818.6,695.8,2.14,968.93,0.8499877840215
2025-02-14,2,2025,Mill B,Log A28,876.9,745.3,5.52,1249.03,0.8499258752423309
2025-02-15,2,2025,Mill B,Log A28,806.2,685.3,0.62,979.97,0.8500372116100222
2025-02-16,2,2025,Mill B,Log A28,736.1,625.7,0.0,1040.01,0.850020377666078
2025-02-17,2,2025,Mill B,Log A28,813.6,691.6,1.4,949.75,0.8500491642084562
2025-02-18,2,2025,Mill B,Log A28,814.6,692.4,0.87,965.27,0.8499877240363368
2025-02-19,2,2025,Mill B,Log A28,783.1,665.7,0.02,999.3,0.8500830034478356
2025-02-20,2,2025,Mill B,Log A28,686.9,583.9,1.38,817.77,0.85005095355947
2025-02-21,2,2025,Mill B,Log A28,847.6,720.5,0.99,1042.31,0.850047192071732
2025-02-22,2,2025,Mill B,Log A28,789.0,670.6,1.1,1016.38,0.849936628643853
2025-02-23,2,2025,Mill B,Log A28,793.3,674.3,0.77,1067.81,0.8499936972141686
2025-02-24,2,2025,Mill B,Log A28,835.8,710.5,1.67,1014.63,0.8500837520938024
2025-02-25,2,2025,Mill B,Log A28,901.7,766.4,0.5,1174.99,0.8499500942663857
2025-02-26,2,2025,Mill B,Log A28,731.2,621.6,1.23,993.27,0.8501094091903719
2025-02-27,2,2025,Mill B,Log A28,813.4,691.4,0.45,1036.39,0.8500122940742562
2025-02-28,2,2025,Mill B,Log A28,844.2,717.6,1.31,1107.03,0.8500355366027008
2025-03-01,3,2025,Mill B,Log A28,697.1,592.5,1.23,887.08,0.8499497919954095
2025-03-02,3,2025,Mill B,Log A28,656.8,558.3,0.57,835.07,0.8500304506699147
2025-03-03,3,2025,Mill B,Log A28,684.4,581.7,0.79,861.82,0.8499415546464058
2025-03-04,3,2025,Mill B,Log A28,709.7,603.2,0.97,844.81,0.8499365929265887
2025-03-05,3,2025,Mill B,Log A28,723.1,614.6,1.37,951.59,0.8499515972894482
2025-03-06,3,2025,Mill B,Log A28,786.1,668.2,0.62,1052.5,0.8500190815417886
2025-03-07,3,2025,Mill B,Log A28,662.4,563.0,1.31,783.32,0.8499396135265701
2025-03-08,3,2025,Mill B,Log A28,704.8,599.1,0.98,792.12,0.850028376844495
2025-03-09,3,2025,Mill B,Log A28,670.4,569.8,0.9,800.43,0.8499403341288783
2025-03-10,3,2025,Mill B,Log A28,625.2,531.4,0.6,847.17,0.8499680102367242
2025-03-11,3,2025,Mill B,Log A28,693.2,589.2,0.85,944.2,0.8499711482977496
2025-03-12,3,2025,Mill B,Log A28,707.9,601.7,1.52,928.5,0.8499788105664643
2025-03-13,3,2025,Mill B,Log A28,656.1,557.7,1.21,828.62,0.8500228623685414
2025-03-14,3,2025,Mill B,Log A28,769.4,654.0,1.32,981.49,0.8500129971406291
2025-03-15,3,2025,Mill B,Log A28,743.7,632.2,1.92,1067.81,0.8500739545515665
2025-03-16,3,2025,Mill B,Log A28,747.7,635.6,1.5,886.76,0.8500735589140029
2025-03-17,3,2025,Mill B,Log A28,638.1,542.4,2.06,765.73,0.850023507287259
2025-03-18,3,2025,Mill B,Log A28,558.6,474.8,1.28,766.68,0.8499820981023989
2025-03-19,3,2025,Mill B,Log A28,673.4,572.4,0.14,922.68,0.85001485001485
2025-03-20,3,2025,Mill B,Log A28,699.8,594.8,1.41,857.26,0.8499571306087453
2025-03-21,3,2025,Mill B,Log A28,708.3,602.1,0.59,880.99,0.8500635324015249
2025-03-22,3,2025,Mill B,Log A28,658.9,560.1,0.4,798.28,0.850053118834421
