date_key,site_key,product_key,input_volume_m3,output_volume_m3,downtime_hours,shift_hours,energy_kwh
20250718,3,4,336.4,302.8,2.01,24,497.86
20250719,3,4,499.2,449.3,1.06,24,661.41
20250720,3,4,432.9,389.6,0.32,24,579.63
20250721,3,4,350.8,315.8,1.01,24,401.68
20250722,3,4,340.4,306.4,0.29,24,460.81
20250723,3,4,393.9,354.5,1.35,24,505.07
20250724,3,4,329.0,296.1,0.23,24,465.74
20250725,3,4,385.1,346.6,1.18,24,517.31
20250726,3,4,397.6,357.9,1.64,24,633.87
20250727,3,4,394.8,355.3,1.14,24,533.0
20250728,3,4,377.1,339.4,0.94,24,495.39
20250729,3,4,414.4,373.0,1.12,24,587.28
20250730,3,4,353.5,318.2,1.85,24,454.14
20250731,3,4,490.7,441.6,1.2,24,681.31
20250801,3,4,403.6,363.2,1.54,24,504.42
20250802,3,4,514.3,462.9,1.5,24,735.68
20250803,3,4,347.1,312.4,0.58,24,461.57
20250804,3,4,487.7,438.9,0.79,24,669.33
20250805,3,4,467.7,420.9,0.98,24,602.74
20250806,3,4,343.3,309.0,0.74,24,432.22
20250807,3,4,406.1,365.5,0.37,24,555.04
20250808,3,4,468.1,421.3,1.7,24,620.22
20250809,3,4,426.2,383.6,1.52,24,658.21
20250810,3,4,358.6,322.7,1.15,24,479.16
20250811,3,4,384.2,345.8,1.22,24,549.34
20250812,3,4,446.4,401.7,1.3,24,643.64
20250813,3,4,446.4,401.7,1.38,24,595.01
20250814,3,4,365.7,329.1,0.0,24,507.75
20250815,3,4,385.0,346.5,1.18,24,506.17
20250816,3,4,434.9,391.4,0.87,24,619.5
20250817,3,4,403.0,362.7,1.18,24,482.27
20250818,3,4,424.0,381.6,0.81,24,561.78
20250819,3,4,535.9,482.3,1.08,24,678.77
20250820,3,4,427.1,384.4,1.15,24,542.04
20250821,3,4,413.0,371.7,0.76,24,535.38
20250822,3,4,363.3,326.9,0.73,24,472.67
20250823,3,4,442.9,398.6,1.12,24,586.68
20250824,3,4,382.0,343.8,0.07,24,564.85
20250825,3,4,441.0,396.9,1.07,24,597.0
20250826,3,4,453.7,408.3,0.47,24,612.37
20250827,3,4,469.4,422.4,0.57,24,576.13
20250828,3,4,401.9,361.7,0.51,24,529.96
20250829,3,4,315.7,284.1,0.97,24,460.54
20250830,3,4,410.1,369.1,2.2,24,633.36
20250831,3,4,476.7,429.1,1.69,24,638.61
20250901,3,4,663.6,597.2,1.21,24,912.44
20250902,3,4,673.4,606.1,2.11,24,1008.25
20250903,3,4,562.6,506.4,1.17,24,769.9
20250904,3,4,629.8,566.8,1.03,24,884.54
20250905,3,4,701.9,631.7,0.77,24,953.68
20250906,3,4,601.3,541.2,0.0,24,870.8
20250907,3,4,646.7,582.0,1.83,24,937.33
20250908,3,4,555.6,500.0,0.6,24,679.78
20250909,3,4,652.1,586.9,0.6,24,768.25
20250910,3,4,594.3,534.8,0.89,24,739.34
20250911,3,4,598.0,538.2,2.1,24,820.29
20250912,3,4,473.0,425.7,0.69,24,634.47
20250913,3,4,638.5,574.6,0.97,24,915.17
20250914,3,4,602.0,541.8,0.93,24,878.69
20250915,3,4,585.1,526.6,0.83,24,776.69
20250916,3,4,584.1,525.7,0.72,24,791.16
20250917,3,4,539.7,485.8,0.0,24,716.21
20250918,3,4,609.1,548.2,0.72,24,749.49
20250919,3,4,575.4,517.9,0.15,24,833.6
20250920,3,4,605.8,545.2,0.69,24,930.58
20250921,3,4,490.4,441.4,0.25,24,729.09
20250922,3,4,644.1,579.7,0.12,24,806.75
20250923,3,4,577.2,519.5,0.61,24,810.57
20250924,3,4,574.5,517.1,1.06,24,798.89
20250925,3,4,613.3,552.0,1.19,24,870.44
20250926,3,4,620.1,558.1,1.59,24,890.95
20250927,3,4,534.7,481.2,2.39,24,737.23
20250928,3,4,568.2,511.4,1.35,24,788.5
20250929,3,4,642.8,578.5,0.94,24,940.79
20250930,3,4,610.6,549.5,2.48,24,810.21
20251001,3,4,610.0,549.0,1.92,24,878.92
20251002,3,4,567.6,510.9,0.86,24,805.77
20251003,3,4,496.8,447.1,1.5,24,698.63
20251004,3,4,670.3,603.3,0.73,24,903.38
20251005,3,4,640.8,576.7,2.01,24,807.74
20251006,3,4,537.5,483.8,1.21,24,721.54
20251007,3,4,583.8,525.4,1.51,24,762.92
20251008,3,4,566.3,509.7,1.05,24,826.05
20251009,3,4,501.5,451.3,1.18,24,742.76
20251010,3,4,622.5,560.2,0.52,24,896.7
20251011,3,4,589.9,530.9,0.95,24,822.06
20251012,3,4,625.2,562.7,0.38,24,969.54
20251013,3,4,664.2,597.8,1.16,24,831.45
20251014,3,4,445.7,401.2,1.28,24,606.09
20251015,3,4,596.9,537.2,1.47,24,887.94
20251016,3,4,477.2,429.4,1.11,24,637.3
20251017,3,4,511.3,460.2,1.05,24,704.58
20251018,3,4,586.7,528.0,1.61,24,832.29
20251019,3,4,626.4,563.7,2.63,24,845.87
20251020,3,4,510.6,459.5,1.98,24,703.35
20251021,3,4,602.5,542.3,1.82,24,827.71
20251022,3,4,640.1,576.1,0.05,24,859.6
20251023,3,4,587.1,528.4,1.15,24,872.95
20251024,3,4,607.2,546.4,1.75,24,750.83
20251025,3,4,626.8,564.1,1.59,24,786.05
20251026,3,4,559.5,503.5,1.93,24,764.78
20251027,3,4,515.5,464.0,1.28,24,795.79
20251028,3,4,618.5,556.7,1.53,24,839.57
20251029,3,4,633.6,570.2,6.21,24,918.22
20251030,3,4,568.1,511.2,0.09,24,806.77
20251031,3,4,646.5,581.8,1.9,24,903.34
20251101,3,4,612.2,551.0,0.74,24,855.22
20251102,3,4,517.6,465.8,0.92,24,705.47
20251103,3,4,647.9,583.1,1.13,24,887.25
20251104,3,4,573.2,515.9,0.93,24,791.14
20251105,3,4,616.5,554.8,1.04,24,846.04
20251106,3,4,626.0,563.4,0.87,24,758.81
20251107,3,4,592.5,533.2,0.96,24,783.84
20251108,3,4,556.7,501.0,1.43,24,722.57
20251109,3,4,550.9,495.8,0.65,24,718.3
20251110,3,4,636.6,572.9,1.13,24,857.43
20251111,3,4,601.1,541.0,1.12,24,826.97
20251112,3,4,623.1,560.8,1.43,24,747.35
20251113,3,4,504.3,453.8,1.24,24,747.23
20251114,3,4,650.4,585.3,0.25,24,862.59
20251115,3,4,612.2,551.0,1.33,24,866.17
20251116,3,4,584.8,526.3,0.66,24,815.95
20251117,3,4,573.4,516.1,1.52,24,733.07
20251118,3,4,587.6,528.8,0.92,24,730.77
20251119,3,4,605.2,544.7,1.79,24,855.7
20251120,3,4,578.3,520.4,2.18,24,719.9
20251121,3,4,466.3,419.7,0.62,24,701.21
20251122,3,4,594.2,534.7,1.73,24,726.29
20251123,3,4,397.2,357.5,0.39,24,553.57
20251124,3,4,596.7,537.0,0.23,24,777.14
20251125,3,4,564.9,508.4,1.34,24,762.69
20251126,3,4,600.4,540.3,1.3,24,789.9
20251127,3,4,590.8,531.7,0.78,24,865.54
20251128,3,4,572.8,515.5,1.08,24,730.57
20251129,3,4,610.5,549.5,1.31,24,766.02
20251130,3,4,646.4,581.7,0.58,24,890.37
20251201,3,4,715.2,643.7,1.36,24,1009.04
20251202,3,4,762.3,686.1,0.34,24,930.04
20251203,3,4,677.2,609.4,1.4,24,930.05
20251204,3,4,625.8,563.3,0.66,24,920.5
20251205,3,4,752.7,677.4,0.81,24,1012.08
20251206,3,4,742.1,667.9,1.61,24,1062.85
20251207,3,4,870.3,783.3,0.13,24,1119.4
20251208,3,4,738.0,664.2,1.67,24,1016.06
20251209,3,4,677.6,609.8,0.0,24,920.43
20251210,3,4,659.5,593.5,6.04,24,949.54
20251211,3,4,695.7,626.2,1.09,24,1023.16
20251212,3,4,694.2,624.7,1.29,24,974.53
20251213,3,4,803.4,723.1,1.15,24,1084.7
20251214,3,4,738.5,664.6,1.67,24,1087.3
20251215,3,4,812.8,731.5,1.1,24,1020.87
20251216,3,4,726.3,653.7,1.0,24,953.79
20251217,3,4,757.1,681.4,1.53,24,1056.05
20251218,3,4,765.6,689.0,0.0,24,1078.39
20251219,3,4,645.2,580.7,2.26,24,923.54
20251220,3,4,665.8,599.2,0.58,24,952.82
20251221,3,4,716.3,644.6,1.01,24,1021.2
20251222,3,4,654.5,589.0,1.17,24,728.99
20251223,3,4,698.6,628.7,0.61,24,969.81
20251224,3,4,770.4,693.4,0.28,24,978.17
20251225,3,4,758.1,682.3,1.59,24,1002.03
20251226,3,4,764.9,688.4,0.96,24,1083.72
20251227,3,4,657.9,592.1,0.0,24,795.35
20251228,3,4,819.9,737.9,1.34,24,1026.17
20251229,3,4,623.6,561.3,0.43,24,933.22
20251230,3,4,723.9,651.5,1.61,24,963.07
20251231,3,4,641.0,576.9,0.0,24,786.63
20240101,4,1,844.4,717.7,0.25,24,1099.09
20240102,4,1,781.5,664.3,1.46,24,1055.93
20240103,4,1,785.3,667.5,0.86,24,1013.02
20240104,4,1,808.1,686.9,1.4,24,1061.55
20240105,4,1,742.2,630.9,0.48,24,959.52
20240106,4,1,868.0,737.8,0.29,24,1022.79
20240107,4,1,847.4,720.3,0.82,24,1062.74
20240108,4,1,759.2,645.3,1.0,24,832.8
20240109,4,1,900.7,765.6,0.0,24,1157.75
20240110,4,1,942.1,800.8,1.22,24,1121.53
20240111,4,1,913.8,776.7,1.92,24,1221.78
20240112,4,1,835.9,710.5,0.18,24,1191.78
20240113,4,1,769.1,653.7,0.38,24,1008.59
20240114,4,1,858.6,729.8,0.91,24,965.62
20240115,4,1,794.3,675.1,1.4,24,1154.4
20240116,4,1,906.4,770.4,1.67,24,970.48
20240117,4,1,768.7,653.4,0.99,24,998.13
20240118,4,1,836.2,710.7,1.51,24,1036.94
20240119,4,1,885.4,752.6,2.16,24,963.19
20240120,4,1,898.3,763.5,0.62,24,1234.65
20240121,4,1,880.0,748.0,0.86,24,1263.28
20240122,4,1,805.5,684.7,1.1,24,1096.55
20240123,4,1,772.9,657.0,1.41,24,988.36
20240124,4,1,736.1,625.7,0.82,24,968.43
20240125,4,1,846.6,719.6,1.14,24,1095.92
20240126,4,1,889.9,756.4,1.07,24,1106.34
20240127,4,1,868.8,738.5,0.83,24,1129.28
20240128,4,1,808.8,687.4,0.98,24,1081.54
20240129,4,1,849.0,721.7,0.59,24,1170.5
20240130,4,1,855.0,726.7,0.92,24,1077.26
20240131,4,1,793.9,674.8,0.55,24,980.4
20240201,4,1,873.8,742.7,1.54,24,1139.92
20240202,4,1,891.9,758.1,1.03,24,1188.72
20240203,4,1,748.5,636.2,1.42,24,1030.94
20240204,4,1,742.7,631.3,1.13,24,932.83
20240205,4,1,766.8,651.7,0.68,24,970.04
20240206,4,1,736.5,626.0,1.47,24,963.1
20240207,4,1,885.1,752.3,1.38,24,1077.42
20240208,4,1,874.2,743.1,0.99,24,862.57
20240209,4,1,798.6,678.8,0.71,24,983.14
20240210,4,1,737.8,627.1,1.04,24,920.48
20240211,4,1,829.6,705.1,0.89,24,944.1
20240212,4,1,803.6,683.1,0.73,24,914.2
20240213,4,1,896.5,762.0,0.58,24,1209.27
20240214,4,1,810.9,689.3,0.5,24,1131.84
20240215,4,1,750.2,637.7,1.71,24,909.71
20240216,4,1,718.2,610.5,0.6,24,849.78
20240217,4,1,779.5,662.6,1.36,24,989.93
20240218,4,1,968.3,823.1,1.14,24,1154.29
20240219,4,1,802.8,682.4,1.06,24,949.47
20240220,4,1,777.6,660.9,1.01,24,870.38
20240221,4,1,772.4,656.5,1.57,24,928.64
20240222,4,1,817.5,694.9,0.86,24,929.58
20240223,4,1,910.6,774.0,1.23,24,1198.16
20240224,4,1,865.7,735.9,1.3,24,979.38
20240225,4,1,790.9,672.2,1.69,24,900.4
20240226,4,1,762.8,648.4,0.74,24,935.25
20240227,4,1,819.7,696.8,0.56,24,1091.87
20240228,4,1,838.9,713.1,0.73,24,977.55
20240229,4,1,850.2,722.7,0.0,24,1010.97
20240301,4,1,718.3,610.6,0.98,24,1023.06
20240302,4,1,692.1,588.3,0.86,24,796.72
20240303,4,1,745.7,633.9,1.21,24,885.31
20240304,4,1,667.2,567.1,0.85,24,857.83
20240305,4,1,742.7,631.3,1.09,24,863.33
20240306,4,1,717.7,610.0,0.84,24,971.2
20240307,4,1,661.5,562.3,0.5,24,813.31
20240308,4,1,700.3,595.3,1.3,24,949.53
20240309,4,1,696.7,592.2,1.31,24,806.36
20240310,4,1,734.8,624.5,1.14,24,944.08
20240311,4,1,728.5,619.2,0.18,24,909.4
20240312,4,1,748.2,636.0,0.0,24,1036.33
20240313,4,1,617.4,524.8,0.95,24,760.71
20240314,4,1,686.2,583.3,0.21,24,882.16
20240315,4,1,744.5,632.8,1.46,24,882.05
20240316,4,1,675.3,574.0,0.42,24,901.66
20240317,4,1,729.6,620.2,5.39,24,930.06
20240318,4,1,735.0,624.7,0.19,24,1018.09
20240319,4,1,707.9,601.7,0.71,24,1000.55
20240320,4,1,763.1,648.7,2.53,24,963.64
20240321,4,1,728.7,619.4,1.12,24,963.59
20240322,4,1,683.5,580.9,1.85,24,876.52
20240323,4,1,728.9,619.5,0.74,24,907.5
20240324,4,1,663.6,564.0,1.46,24,769.45
20240325,4,1,686.0,583.1,1.06,24,757.87
20240326,4,1,738.9,628.1,1.16,24,989.11
20240327,4,1,648.7,551.4,0.69,24,799.51
20240328,4,1,756.5,643.0,1.49,24,976.57
20240329,4,1,696.4,591.9,1.95,24,801.53
20240330,4,1,679.1,577.2,1.81,24,774.3
20240331,4,1,650.9,553.2,0.43,24,862.52
20240401,4,1,604.0,513.4,1.22,24,785.56
20240402,4,1,705.1,599.3,1.86,24,936.37
20240403,4,1,679.9,578.0,1.13,24,737.45
20240404,4,1,659.4,560.5,1.35,24,822.3
20240405,4,1,753.1,640.1,1.42,24,953.9
20240406,4,1,728.9,619.6,0.97,24,909.78
20240407,4,1,720.8,612.6,1.75,24,965.33
20240408,4,1,706.6,600.6,1.34,24,898.28
20240409,4,1,645.4,548.6,0.91,24,896.78
20240410,4,1,796.0,676.6,1.29,24,1018.07
20240411,4,1,638.2,542.5,0.99,24,785.38
20240412,4,1,765.0,650.3,0.22,24,950.0
20240413,4,1,745.3,633.5,0.07,24,1034.37
20240414,4,1,662.1,562.8,0.65,24,876.81
20240415,4,1,720.9,612.7,1.22,24,915.13
20240416,4,1,699.5,594.5,1.74,24,885.85
20240417,4,1,691.3,587.6,0.85,24,800.98
20240418,4,1,648.2,550.9,1.38,24,774.62
20240419,4,1,708.3,602.0,1.46,24,849.09
20240420,4,1,574.6,488.4,0.0,24,794.54
20240421,4,1,650.5,552.9,0.23,24,818.99
20240422,4,1,662.3,562.9,1.06,24,882.78
20240423,4,1,773.7,657.7,0.8,24,941.97
20240424,4,1,672.2,571.4,1.5,24,842.81
20240425,4,1,700.1,595.1,0.87,24,915.14
20240426,4,1,704.5,598.8,1.04,24,935.93
20240427,4,1,660.5,561.5,1.8,24,816.05
20240428,4,1,729.0,619.7,0.47,24,895.47
20240429,4,1,732.6,622.7,1.74,24,976.9
20240430,4,1,646.0,549.1,0.3,24,798.35
20240501,4,1,568.9,483.6,0.87,24,830.74
20240502,4,1,728.4,619.1,0.23,24,1062.82
20240503,4,1,710.2,603.7,1.85,24,982.18
20240504,4,1,694.8,590.6,0.83,24,961.85
20240505,4,1,703.3,597.8,1.17,24,792.71
20240506,4,1,589.3,500.9,1.42,24,749.73
20240507,4,1,678.8,577.0,1.0,24,838.2
20240508,4,1,639.3,543.4,0.65,24,738.74
20240509,4,1,753.0,640.1,0.0,24,906.52
20240510,4,1,696.5,592.0,1.27,24,954.44
20240511,4,1,660.9,561.7,1.45,24,769.4
20240512,4,1,711.1,604.4,0.98,24,955.54
20240513,4,1,718.1,610.3,0.72,24,1037.0
20240514,4,1,706.9,600.8,1.58,24,910.03
20240515,4,1,736.7,626.2,0.01,24,892.96
20240516,4,1,576.2,489.7,1.09,24,768.34
20240517,4,1,654.7,556.5,1.01,24,862.05
20240518,4,1,690.3,586.8,1.0,24,846.09
20240519,4,1,709.0,602.7,1.09,24,867.63
20240520,4,1,593.6,504.6,1.74,24,736.57
20240521,4,1,652.5,554.6,0.48,24,779.13
20240522,4,1,649.0,551.6,0.97,24,813.95
20240523,4,1,653.0,555.1,1.25,24,858.67
20240524,4,1,772.3,656.5,0.93,24,994.33
20240525,4,1,646.8,549.8,0.92,24,886.67
20240526,4,1,712.5,605.6,1.51,24,857.73
20240527,4,1,686.7,583.7,0.37,24,886.11
20240528,4,1,699.5,594.6,0.64,24,797.59
20240529,4,1,627.9,533.7,0.9,24,761.75
20240530,4,1,672.9,572.0,0.98,24,837.61
20240531,4,1,691.7,587.9,0.71,24,803.99
20240601,4,1,451.9,384.2,0.0,24,570.41
20240602,4,1,479.2,407.3,1.61,24,653.98
20240603,4,1,449.3,381.9,0.51,24,584.54
20240604,4,1,580.4,493.3,0.39,24,741.52
20240605,4,1,517.7,440.1,1.13,24,659.93
20240606,4,1,514.8,437.6,1.92,24,723.81
20240607,4,1,564.6,479.9,1.48,24,711.04
20240608,4,1,461.6,392.4,1.24,24,623.25
20240609,4,1,431.0,366.3,0.69,24,521.04
20240610,4,1,617.8,525.1,1.11,24,858.73
20240611,4,1,514.7,437.5,1.2,24,637.09
20240612,4,1,495.8,421.4,2.16,24,611.21
20240613,4,1,474.7,403.5,1.72,24,594.27
20240614,4,1,465.4,395.6,1.24,24,577.2
20240615,4,1,513.3,436.3,1.15,24,689.06
20240616,4,1,520.1,442.0,0.59,24,620.79
20240617,4,1,519.8,441.8,1.07,24,665.21
20240618,4,1,495.0,420.7,1.37,24,641.84
20240619,4,1,425.3,361.5,0.36,24,554.52
20240620,4,1,580.2,493.2,0.69,24,695.78
20240621,4,1,566.1,481.2,1.18,24,748.83
20240622,4,1,493.1,419.2,1.08,24,690.0
20240623,4,1,516.0,438.6,1.02,24,667.87
20240624,4,1,449.4,382.0,1.27,24,570.57
20240625,4,1,462.8,393.4,1.0,24,518.32
20240626,4,1,470.3,399.7,0.32,24,555.29
20240627,4,1,546.3,464.3,1.07,24,764.64
20240628,4,1,409.8,348.3,1.64,24,583.23
20240629,4,1,566.6,481.6,0.21,24,724.89
20240630,4,1,511.4,434.7,1.3,24,693.23
20240701,4,1,488.1,414.8,0.92,24,624.15
20240702,4,1,493.4,419.4,1.45,24,597.84
20240703,4,1,404.2,343.6,0.59,24,455.76
20240704,4,1,529.4,450.0,1.22,24,534.17
20240705,4,1,528.3,449.0,1.4,24,654.11
20240706,4,1,547.2,465.1,0.91,24,706.99
20240707,4,1,425.8,361.9,5.47,24,548.03
20240708,4,1,533.9,453.8,0.98,24,611.84
20240709,4,1,583.6,496.1,1.83,24,764.77
20240710,4,1,510.1,433.6,1.88,24,618.81
20240711,4,1,490.2,416.6,1.43,24,614.46
20240712,4,1,492.1,418.3,0.79,24,636.43
20240713,4,1,503.2,427.7,0.73,24,618.5
20240714,4,1,492.4,418.5,1.04,24,624.3
20240715,4,1,589.3,500.9,1.0,24,716.18
20240716,4,1,540.2,459.2,1.58,24,660.07
20240717,4,1,471.3,400.6,2.05,24,606.77
20240718,4,1,491.1,417.4,0.33,24,655.86
20240719,4,1,420.3,357.3,6.04,24,515.4
20240720,4,1,414.7,352.5,0.0,24,501.82
20240721,4,1,479.1,407.3,1.51,24,550.94
20240722,4,1,473.7,402.7,1.12,24,650.99
20240723,4,1,575.0,488.8,0.95,24,703.7
20240724,4,1,381.3,324.1,0.81,24,478.9
20240725,4,1,440.6,374.5,1.2,24,534.99
20240726,4,1,466.5,396.5,0.68,24,461.49
20240727,4,1,498.6,423.8,2.29,24,655.08
20240728,4,1,538.1,457.4,0.34,24,688.23
20240729,4,1,462.4,393.0,0.94,24,601.33
20240730,4,1,489.6,416.2,0.92,24,553.38
20240731,4,1,549.3,466.9,0.96,24,687.71
20240801,4,1,503.5,428.0,0.28,24,621.44
20240802,4,1,528.5,449.2,1.06,24,644.77
20240803,4,1,517.3,439.7,0.28,24,630.06
20240804,4,1,516.3,438.8,0.85,24,698.34
20240805,4,1,484.3,411.7,1.57,24,633.19
20240806,4,1,482.7,410.3,0.35,24,576.12
20240807,4,1,471.3,400.6,1.15,24,642.02
20240808,4,1,507.6,431.5,0.49,24,680.4
20240809,4,1,559.2,475.3,1.58,24,650.03
20240810,4,1,414.9,352.6,0.71,24,527.71
20240811,4,1,508.7,432.4,1.66,24,624.15
20240812,4,1,546.3,464.3,0.53,24,642.58
20240813,4,1,530.1,450.5,0.8,24,594.35
20240814,4,1,452.8,384.9,1.2,24,558.71
20240815,4,1,449.5,382.1,1.56,24,616.73
20240816,4,1,476.4,405.0,1.5,24,571.26
20240817,4,1,472.5,401.6,0.75,24,580.55
20240818,4,1,508.0,431.8,1.65,24,676.51
20240819,4,1,423.9,360.3,1.1,24,511.0
20240820,4,1,529.4,450.0,0.73,24,693.03
20240821,4,1,445.0,378.3,1.47,24,606.97
20240822,4,1,481.0,408.9,0.43,24,570.73
20240823,4,1,451.6,383.9,1.68,24,625.86
20240824,4,1,529.9,450.4,0.96,24,600.17
20240825,4,1,503.6,428.1,0.87,24,600.0
20240826,4,1,436.6,371.1,1.12,24,557.89
20240827,4,1,509.0,432.7,0.19,24,700.28
20240828,4,1,499.5,424.6,1.63,24,617.45
20240829,4,1,518.6,440.8,0.68,24,692.59
20240830,4,1,509.2,432.8,1.56,24,678.31
20240831,4,1,494.6,420.4,0.57,24,603.58
20240901,4,1,733.8,623.7,0.62,24,807.13
20240902,4,1,694.6,590.5,0.65,24,760.37
20240903,4,1,741.2,630.0,1.02,24,866.84
20240904,4,1,734.4,624.2,1.01,24,1010.2
20240905,4,1,669.1,568.8,0.49,24,833.27
20240906,4,1,693.1,589.1,1.05,24,864.3
20240907,4,1,633.9,538.8,0.5,24,750.65
20240908,4,1,651.3,553.6,2.62,24,784.52
20240909,4,1,597.3,507.7,0.85,24,744.08
20240910,4,1,726.7,617.7,1.58,24,792.2
20240911,4,1,692.4,588.5,1.34,24,854.72
20240912,4,1,679.3,577.4,1.99,24,966.02
20240913,4,1,759.3,645.4,0.7,24,983.27
20240914,4,1,680.5,578.4,0.96,24,865.78
20240915,4,1,692.4,588.5,0.82,24,895.68
20240916,4,1,593.6,504.6,0.0,24,753.5
20240917,4,1,776.9,660.3,0.82,24,1011.2
20240918,4,1,675.3,574.0,1.37,24,866.83
20240919,4,1,657.4,558.8,0.31,24,850.39
20240920,4,1,682.9,580.4,1.29,24,834.88
20240921,4,1,716.9,609.4,1.01,24,819.23
20240922,4,1,684.7,582.0,0.41,24,814.69
20240923,4,1,631.4,536.7,1.5,24,849.63
20240924,4,1,672.0,571.2,1.14,24,840.95
20240925,4,1,667.8,567.6,0.84,24,898.6
20240926,4,1,678.5,576.7,0.67,24,901.14
20240927,4,1,707.0,600.9,0.92,24,866.87
20240928,4,1,620.1,527.1,1.83,24,831.08
20240929,4,1,655.4,557.1,0.95,24,938.21
20240930,4,1,722.9,614.5,1.65,24,982.88
20241001,4,1,682.3,579.9,0.01,24,887.16
20241002,4,1,680.7,578.6,1.57,24,819.96
20241003,4,1,717.4,609.8,1.57,24,971.08
20241004,4,1,757.4,643.8,1.05,24,979.49
20241005,4,1,749.2,636.8,1.7,24,1014.89
20241006,4,1,675.2,573.9,1.05,24,753.93
20241007,4,1,709.4,603.0,0.49,24,963.18
20241008,4,1,684.1,581.5,1.62,24,932.2
20241009,4,1,718.5,610.7,1.56,24,837.35
20241010,4,1,708.3,602.1,0.58,24,929.18
20241011,4,1,646.1,549.2,2.31,24,873.4
20241012,4,1,677.2,575.6,0.87,24,936.18
20241013,4,1,847.9,720.8,0.56,24,1055.08
20241014,4,1,637.7,542.0,1.13,24,899.98
20241015,4,1,775.6,659.3,1.21,24,977.5
20241016,4,1,769.4,654.0,0.62,24,948.06
20241017,4,1,683.5,580.9,0.0,24,855.01
20241018,4,1,692.3,588.5,1.26,24,882.01
20241019,4,1,800.0,680.0,0.0,24,998.13
20241020,4,1,689.4,586.0,1.02,24,856.43
20241021,4,1,667.7,567.5,0.69,24,666.05
20241022,4,1,676.9,575.4,1.12,24,798.55
20241023,4,1,766.9,651.8,1.28,24,950.98
20241024,4,1,730.7,621.1,0.71,24,1063.57
20241025,4,1,669.2,568.8,1.38,24,918.34
20241026,4,1,707.3,601.2,1.38,24,965.71
20241027,4,1,629.8,535.4,1.0,24,780.56
20241028,4,1,676.5,575.0,1.14,24,823.18
20241029,4,1,724.9,616.2,0.91,24,1036.6
20241030,4,1,725.2,616.4,1.49,24,948.19
20241031,4,1,751.0,638.3,0.58,24,1003.1
20241101,4,1,718.8,611.0,1.23,24,880.24
20241102,4,1,704.8,599.1,0.52,24,888.19
20241103,4,1,565.7,480.9,0.66,24,646.51
20241104,4,1,710.1,603.6,1.02,24,870.48
20241105,4,1,684.7,582.0,1.21,24,904.39
20241106,4,1,593.6,504.5,1.07,24,718.3
20241107,4,1,655.9,557.5,1.05,24,854.36
20241108,4,1,757.0,643.4,1.25,24,933.05
20241109,4,1,641.3,545.1,1.29,24,812.05
20241110,4,1,657.3,558.7,1.05,24,836.18
20241111,4,1,693.4,589.4,1.36,24,767.58
20241112,4,1,690.7,587.1,0.82,24,964.62
20241113,4,1,614.3,522.1,1.1,24,751.2
20241114,4,1,784.1,666.4,0.94,24,1020.32
20241115,4,1,761.2,647.0,2.13,24,989.75
20241116,4,1,638.1,542.4,0.36,24,864.76
20241117,4,1,677.3,575.7,0.56,24,895.62
20241118,4,1,771.3,655.6,1.57,24,910.88
20241119,4,1,726.2,617.3,0.91,24,1017.2
20241120,4,1,768.1,652.9,0.43,24,945.96
20241121,4,1,729.7,620.2,1.13,24,1035.2
20241122,4,1,729.5,620.1,0.48,24,855.89
20241123,4,1,658.0,559.3,1.06,24,860.28
20241124,4,1,719.2,611.3,1.05,24,965.71
20241125,4,1,666.4,566.4,0.37,24,820.32
20241126,4,1,680.8,578.6,0.85,24,811.64
20241127,4,1,710.3,603.8,1.47,24,879.91
20241128,4,1,718.9,611.1,1.2,24,940.9
20241129,4,1,698.3,593.6,1.07,24,935.14
20241130,4,1,670.8,570.2,1.1,24,921.53
20241201,4,1,842.7,716.3,1.53,24,1170.57
20241202,4,1,872.7,741.8,0.0,24,1097.43
20241203,4,1,973.3,827.3,1.69,24,1196.56
20241204,4,1,784.5,666.8,1.24,24,980.48
20241205,4,1,874.8,743.6,0.6,24,1027.15
20241206,4,1,830.4,705.9,0.81,24,1098.4
20241207,4,1,871.4,740.7,1.83,24,1120.69
20241208,4,1,850.5,722.9,0.81,24,1160.38
20241209,4,1,920.3,782.2,2.08,24,1207.65
20241210,4,1,851.8,724.1,0.82,24,1127.75
20241211,4,1,746.5,634.5,0.93,24,954.49
20241212,4,1,881.2,749.0,1.35,24,1090.57
20241213,4,1,781.9,664.7,1.0,24,994.97
20241214,4,1,876.4,744.9,6.35,24,999.32
20241215,4,1,760.0,646.0,1.21,24,934.09
20241216,4,1,857.3,728.7,1.1,24,1045.21
20241217,4,1,887.4,754.3,0.96,24,1196.47
20241218,4,1,835.5,710.2,1.22,24,934.37
20241219,4,1,854.6,726.4,1.01,24,1178.73
20241220,4,1,853.4,725.4,0.38,24,1027.38
20241221,4,1,861.1,731.9,1.37,24,1064.17
20241222,4,1,773.6,657.6,1.86,24,963.14
20241223,4,1,845.6,718.8,1.55,24,1052.17
20241224,4,1,771.1,655.4,0.2,24,1038.88
20241225,4,1,797.8,678.1,0.6,24,1024.32
20241226,4,1,952.3,809.4,0.81,24,1152.67
20241227,4,1,876.1,744.7,1.09,24,1205.6
20241228,4,1,879.0,747.1,0.48,24,972.25
20241229,4,1,813.5,691.5,0.34,24,997.88
20241230,4,1,859.9,730.9,0.84,24,1260.59
20241231,4,1,738.6,627.8,0.18,24,926.36
